account_id,customer_id,account_no,iban,account_type,account_currency,branch_code,branch_name,branch_city,swift_bic,account_open_date,account_status,opening_balance,current_balance,credit_limit,current_debt_amount
A000284,C000284,401-5472399-96,TR29432140817178877012028773,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,ISBKTRIS,2020-08-16,ACTIVE,92195,5290773,57242,142770
A000285,C000285,168-5025942-20,TR18053925195933773498278791,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2021-05-08,ACTIVE,109990,6600292,301908,332382
A000286,C000286,254-8753945-27,TR80061527584860053832252730,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2019-03-12,ACTIVE,76246,3603798,62636,68036
A000287,C000287,768-6732978-39,TR85901282432494377579921590,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TVBATR2A,2024-02-21,ACTIVE,143796,1573739,696675,462512
A000288,C000288,872-6187419-73,TR92705122804942785589516973,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,AKBKTRIS,2018-12-15,REVIEW,61486,5551045,352329,173000
A000289,C000289,619-5380251-97,TR22465612028962470147054013,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TRHBTR2A,2020-05-26,ACTIVE,70663,8761254,444626,57958
A000290,C000290,307-7358496-62,TR61649014420754743363535702,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TRHBTR2A,2020-09-30,ACTIVE,124731,6971931,539371,60452
A000291,C000291,334-8961450-83,TR56186658607318554942650075,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2019-07-14,ACTIVE,25210,2391920,371881,42407
A000292,C000292,249-7352747-13,TR77988139291078777934526482,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TRHBTR2A,2024-05-24,ACTIVE,75055,1080108,139312,92748
A000293,C000293,750-7048974-44,TR65852129840599710354889161,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2023-11-11,ACTIVE,291333,3070632,403519,283932
A000294,C000294,474-9718678-87,TR69547012213154345971936533,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TRHBTR2A,2023-11-28,ACTIVE,286790,11663523,748863,166858
A000295,C000295,419-3836821-96,TR50855671402890462394790257,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TRHBTR2A,2019-12-02,ACTIVE,325139,5803249,575751,310266
A000296,C000296,763-5908912-90,TR19736154595984146319768147,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2021-05-07,ACTIVE,147169,3554748,129433,62263
A000297,C000297,369-4761596-89,TR46388163245149984649198275,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2018-12-24,ACTIVE,219744,8474324,438311,241464
A000298,C000298,936-2204337-45,TR34545297081115915527116211,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,YAPITRIS,2024-12-20,ACTIVE,255149,2946603,254676,27053
A000299,C000299,168-6348989-40,TR46768158657323766750697224,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,AKBKTRIS,2019-03-14,ACTIVE,155040,9777199,200782,187205
A000300,C000300,441-1114631-70,TR74275091985792086930032152,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TRHBTR2A,2021-07-20,ACTIVE,331287,9234127,508554,358480
A000301,C000301,875-4102401-67,TR29859672736487514177419761,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2020-06-26,ACTIVE,240422,7764211,403758,379273
A000302,C000302,736-7580900-81,TR73757585317452466441444660,Vadesiz,USD,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2019-03-23,ACTIVE,41482,7568078,40123,15025
A000303,C000303,691-8903011-84,TR61291026925587295290097570,Doviz,EUR,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2024-11-01,ACTIVE,47322,20255947,43940,55737
A000304,C000304,938-4238142-13,TR78888085434758562655085687,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,AKBKTRIS,2019-12-24,ACTIVE,128385,5145426,249897,207283
A000305,C000305,292-9513299-57,TR21091860536141276825073330,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TRHBTR2A,2022-07-26,ACTIVE,533898,6813158,725484,298693
A000306,C000306,622-6819383-53,TR12296449567060934965136797,Vadesiz,EUR,TR-001,Istanbul Levent Subesi,Istanbul,TGBATRIS,2020-09-22,ACTIVE,57538,16336113,95461,149769
A000307,C000307,218-6713371-46,TR17162771477103121752702356,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,YAPITRIS,2021-03-24,ACTIVE,181123,5111223,203369,111173
A000308,C000308,681-8788804-48,TR76427030851785590253284328,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2019-09-14,ACTIVE,536928,7397195,628219,718031
A000309,C000309,812-3316079-63,TR10191582876109969868993180,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2018-08-29,ACTIVE,115017,646230,225175,567330
A000310,C000310,893-9709565-43,TR67690679222604417557145946,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2022-11-12,ACTIVE,130140,13706198,906179,249533
A000311,C000311,844-8890320-33,TR69689984267750204158448461,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2024-09-30,ACTIVE,846242,29301741,1621856,1077051
A000312,C000312,809-9829790-68,TR73797590088209192364499762,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TGBATRIS,2023-06-24,ACTIVE,65323,2504845,377151,204524
A000313,C000313,433-8041144-92,TR78681878788447982739663822,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,AKBKTRIS,2022-11-24,DORMANT,148649,4382372,77482,81667
A000314,C000314,330-4297352-43,TR15144879118623090792425669,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2021-11-11,ACTIVE,308206,2241644,168692,466451
A000315,C000315,932-8752305-44,TR14010757454340912457101428,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2018-10-18,ACTIVE,625779,4488521,627534,867158
A000316,C000316,634-8075677-30,TR65906649434993736448236309,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2021-11-22,DORMANT,171266,9784813,568022,662234
A000317,C000317,733-7780397-34,TR31667636133793835235568033,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2023-06-19,ACTIVE,70775,3897783,411818,302814
A000318,C000318,766-4308396-22,TR96411070462823820867955459,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,ISBKTRIS,2019-06-16,ACTIVE,316411,14159268,237472,217490
A000319,C000319,700-6112321-68,TR26993179758043363517557888,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TRHBTR2A,2022-11-08,ACTIVE,143558,11257721,294132,524183
A000320,C000320,904-1455168-54,TR16264747560555994746771326,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2023-04-28,ACTIVE,372132,3344778,322838,322631
A000321,C000321,318-2374515-68,TR68702708276864292134402076,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2023-12-06,REVIEW,130250,5773756,424745,124957
A000322,C000322,891-4652047-86,TR49641603332328370779894250,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2024-06-18,ACTIVE,298781,22079572,1085689,129731
A000323,C000323,800-3018110-14,TR37102807861537398886559836,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TVBATR2A,2024-08-11,ACTIVE,254226,2020548,274814,276921
A000324,C000324,390-7943318-76,TR44475733816636188722079333,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2023-11-30,ACTIVE,102064,292119,225836,147893
A000325,C000325,920-1827462-98,TR65057712154549355610848183,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2020-05-11,ACTIVE,269696,3382627,498281,8123
A000326,C000326,617-9398623-59,TR60573249661759187899230651,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2023-02-07,ACTIVE,742094,9890877,691528,140794
A000327,C000327,966-8270917-47,TR52092192007830642984739853,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,ISBKTRIS,2022-12-23,ACTIVE,234684,8817780,398038,8944
A000328,C000328,160-2344501-51,TR70037912609161089482909535,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2023-06-24,REVIEW,10392,966425,15805,18954
A000329,C000329,342-7626940-37,TR94948555961759480882126092,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2018-05-24,ACTIVE,54996,521653,86077,75151
A000330,C000330,338-2527931-91,TR91950975419756169465506334,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2024-02-23,ACTIVE,48332,1430690,558231,42808
A000331,C000331,851-1722943-41,TR31325443661448157079245505,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2020-07-18,ACTIVE,91058,12056020,541859,188711
A000332,C000332,332-9484012-80,TR87472812467306934640537639,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,FNNBTRIS,2020-05-13,ACTIVE,87676,4743200,464842,339412
A000333,C000333,898-7842255-88,TR59579525189534393441615942,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,ISBKTRIS,2024-03-02,ACTIVE,47209,4798056,33385,42763
A000334,C000334,503-6346844-85,TR21595747207392398671844518,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,FNNBTRIS,2019-07-04,ACTIVE,415455,5737405,264287,281437
A000335,C000335,238-5930491-14,TR43428331841756942463193981,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2024-09-01,ACTIVE,203349,8721743,265977,465253
A000336,C000336,696-3338079-97,TR93420259581707797907216321,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,YAPITRIS,2023-06-01,ACTIVE,182442,3894042,215410,216447
A000337,C000337,375-1863753-47,TR78497622559307744018359024,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2019-02-23,ACTIVE,108004,2039727,366829,497863
A000338,C000338,284-1347102-57,TR83035426310246968738895055,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2023-02-19,ACTIVE,135618,28813208,398926,712401
A000339,C000339,743-8128483-20,TR93927138058306464864332915,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,ISBKTRIS,2021-03-06,ACTIVE,99665,2761460,159988,184435
A000340,C000340,581-8932705-30,TR58268960304323558212670434,Vadeli,EUR,TR-003,Ankara Cankaya Subesi,Ankara,TRHBTR2A,2021-03-24,ACTIVE,91318,14132660,54237,21663
A000341,C000341,796-1303691-60,TR48643640234795617025112166,Doviz,EUR,TR-001,Istanbul Levent Subesi,Istanbul,YAPITRIS,2024-11-04,ACTIVE,109728,46916072,203176,65419
A000342,C000342,837-6417351-18,TR31669834250608064638794781,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,FNNBTRIS,2019-10-24,ACTIVE,235474,2368594,250231,56457
A000343,C000343,858-5624385-23,TR33622325636335062828654917,Doviz,USD,TR-001,Istanbul Levent Subesi,Istanbul,TGBATRIS,2018-02-23,ACTIVE,56273,13243693,72346,32093
A000344,C000344,841-3487837-76,TR68454669319839623064994644,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2021-09-29,ACTIVE,209289,3190899,241346,217996
A000345,C000345,460-5277336-13,TR41782746918711807978833643,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TVBATR2A,2024-03-01,ACTIVE,107621,16046222,126266,134373
A000346,C000346,291-8116283-74,TR13967380513430218242895737,Doviz,USD,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2018-08-20,ACTIVE,270992,37140878,162231,59194
A000347,C000347,810-2611804-35,TR74918028431194915839024973,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TVBATR2A,2022-03-24,ACTIVE,211464,6796646,391536,318201
A000348,C000348,804-2686376-35,TR53449727228652298075141605,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2024-06-24,ACTIVE,110141,2617712,1398097,511490
A000349,C000349,569-3655922-87,TR75582684652910702562452856,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2024-12-10,ACTIVE,116337,6623065,218831,243101
A000350,C000350,830-4052271-36,TR41428129662900993733995500,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,YAPITRIS,2021-02-02,ACTIVE,120343,4263375,463800,646438
A000351,C000351,809-9821437-25,TR65128782495501209204669662,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,AKBKTRIS,2018-08-27,ACTIVE,106435,345268,145478,27670
A000352,C000352,778-7368330-25,TR62073500119564876019242254,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TRHBTR2A,2022-03-20,ACTIVE,67735,96761,106723,67742
A000353,C000353,813-6316007-73,TR11492722071476916116910276,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,FNNBTRIS,2020-09-02,ACTIVE,39907,2089651,161407,275143
A000354,C000354,130-4697237-78,TR41287841336860169719954810,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TRHBTR2A,2024-01-14,ACTIVE,90914,30051834,1154020,522339
A000355,C000355,189-7717446-96,TR92591357886297236027346644,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,FNNBTRIS,2021-03-06,ACTIVE,159815,15993694,385965,661727
A000356,C000356,209-9322629-31,TR59498696926474551368734435,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TGBATRIS,2020-01-25,ACTIVE,239980,812762,510891,260776
A000357,C000357,513-4686612-28,TR62738527915752826814119472,Doviz,USD,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2020-12-29,ACTIVE,411261,74127365,1074630,841405
A000358,C000358,189-1835180-84,TR15051762271890769913149050,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2019-08-18,ACTIVE,28938,3045710,17726,572
A000359,C000359,500-6847118-58,TR43973912692624887533058428,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2023-04-20,ACTIVE,214700,6260067,166725,205028
A000360,C000360,678-1814402-83,TR95648362335403289266751502,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,FNNBTRIS,2023-02-15,ACTIVE,102730,5578399,202379,57995
A000361,C000361,972-9973214-62,TR60859058132034979981937252,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,YAPITRIS,2024-04-14,ACTIVE,141816,-8788,312866,259037
A000362,C000362,974-7346759-31,TR55766901919438414154530476,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2021-02-02,ACTIVE,78185,1478130,60425,130438
A000363,C000363,648-6366338-33,TR19426871563772950678537899,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,ISBKTRIS,2019-09-02,ACTIVE,79466,1495581,345518,222361
A000364,C000364,716-8294839-70,TR67802359559717442149580860,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TRHBTR2A,2019-07-03,ACTIVE,126686,6507381,1399863,483356
A000365,C000365,287-5832239-65,TR43842473724774355811109206,Doviz,EUR,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2019-08-14,ACTIVE,104764,17912769,205470,62546
A000366,C000366,486-9941971-34,TR83339172407283986881170440,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2022-03-21,ACTIVE,75725,2748932,60046,47714
A000367,C000367,667-9758925-39,TR39025447560455771238935152,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2024-07-12,ACTIVE,93461,9492969,206668,58857
A000368,C000368,944-8057316-67,TR41628968343817156120760781,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2019-07-24,ACTIVE,141708,7165637,435797,18133
A000369,C000369,891-9770280-72,TR74744218771287399275075211,Vadesiz,EUR,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2021-08-19,ACTIVE,108113,20105194,185601,166359
A000370,C000370,570-2447020-68,TR30684917454611529544128761,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2022-08-12,ACTIVE,54666,2164117,209394,78147
A000371,C000371,557-4720050-59,TR47894100518584185456083777,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2021-12-03,ACTIVE,418747,8494021,202323,654770
A000372,C000372,797-9078968-96,TR22140940739661451099041089,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2023-10-29,ACTIVE,87770,5396983,422005,350522
A000373,C000373,988-9084419-56,TR29114255608539401548582298,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2024-06-26,ACTIVE,319186,6471629,355594,452270
A000374,C000374,911-7169073-86,TR74437484524214978920596233,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,YAPITRIS,2021-10-25,ACTIVE,221900,1860581,136572,60147
A000375,C000375,706-4799385-34,TR92554025499423223863601574,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2019-01-20,ACTIVE,463480,41409750,419146,1142961
A000376,C000376,175-3533929-41,TR68735741235956626073623182,Vadeli,USD,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2022-03-15,ACTIVE,305448,41443480,524198,190279
A000377,C000377,851-9317660-66,TR33544331815876700363112424,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TGBATRIS,2022-02-15,ACTIVE,108355,4584972,159626,368684
A000378,C000378,767-5123990-99,TR55582685056596268274285148,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2023-11-05,ACTIVE,214944,6944291,324188,188686
A000379,C000379,902-2494883-19,TR63536800158874994384326780,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2022-04-05,ACTIVE,158797,12850500,364648,43093
A000380,C000380,929-9509432-92,TR21158287014424951966787406,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2021-06-03,ACTIVE,213472,19332745,272605,93610
A000381,C000381,167-7290528-76,TR22780173783181369992554369,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2024-08-01,ACTIVE,170276,5295258,161450,198568
A000382,C000382,781-4264566-59,TR97422290115790061253148741,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2024-08-25,ACTIVE,62525,852372,65299,59639
A000383,C000383,471-4440180-14,TR65776913425143478581970784,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2022-02-12,ACTIVE,33221,1548216,56730,95860
A000384,C000384,155-4887697-54,TR58177272424169649881537454,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TCZBTR2A,2024-03-09,ACTIVE,33644,4900137,35945,24840
A000385,C000385,500-1786983-53,TR61617495885550336556555876,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2021-07-13,ACTIVE,277975,6082788,274458,258910
A000386,C000386,475-8485644-33,TR71019197463860638169048065,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,ISBKTRIS,2022-08-01,ACTIVE,316336,7410124,499360,20747
A000387,C000387,482-2578764-80,TR70551791128771375011515971,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TCZBTR2A,2021-02-19,DORMANT,563917,22520042,286262,626464
A000388,C000388,934-1043054-35,TR12033166706005488496425329,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2021-10-14,ACTIVE,116523,10791150,819099,292814
A000389,C000389,415-1243374-73,TR50110236938409566045027851,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,YAPITRIS,2023-12-21,ACTIVE,266702,4215942,295593,192700
A000390,C000390,529-3927727-45,TR38916609172657540459731196,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2022-08-23,ACTIVE,233304,5768197,337131,63266
A000391,C000391,323-5100881-75,TR37224821954100539954948809,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2018-07-03,ACTIVE,60917,5698163,457998,12276
A000392,C000392,697-7743885-46,TR24033511108332958620930366,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,AKBKTRIS,2021-09-23,ACTIVE,167483,15206681,395085,48782
A000393,C000393,833-8819935-35,TR74367459854924618185935102,Doviz,USD,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2024-07-07,ACTIVE,270034,44178995,289198,725096
A000394,C000394,695-8929176-50,TR61126060001538067664081911,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2023-06-12,ACTIVE,55493,803408,76451,29085
A000395,C000395,785-1926737-62,TR32341859469585715328338079,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,AKBKTRIS,2024-05-20,ACTIVE,750639,22369726,1350519,254602
A000396,C000396,978-2843445-83,TR80408579700655894138347253,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,AKBKTRIS,2018-09-26,ACTIVE,45952,3403000,163741,196736
A000397,C000397,680-8137832-68,TR65119854669323611460550297,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TVBATR2A,2020-12-17,ACTIVE,335830,1492285,395403,83925
A000398,C000398,268-9732584-17,TR57908577865999738329165877,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2022-03-08,ACTIVE,81397,2961735,369713,127729
A000399,C000399,992-6525029-45,TR31974772655608764237344836,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2022-06-22,DORMANT,224384,17499152,490692,370637
A000400,C000400,973-1138842-58,TR49237049060644973693437564,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2022-11-11,ACTIVE,241075,9276704,434270,404981
A000401,C000401,308-9065681-25,TR71754782224952641746018666,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2018-04-16,ACTIVE,103781,2346790,375270,147610
A000402,C000402,337-1439654-36,TR22518650765846630243595726,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2023-12-20,ACTIVE,69196,1078975,123607,31373
A000403,C000403,161-8050926-48,TR37047093443825231219275590,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TCZBTR2A,2021-06-25,DORMANT,169087,538663,179136,26169
A000404,C000404,651-6504608-48,TR33176245057905265577184426,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2022-06-08,ACTIVE,10896,724094,30697,11640
A000405,C000405,125-1662473-67,TR67810065379815079137046696,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2018-03-24,ACTIVE,128701,1639347,250755,234742
A000406,C000406,697-8414205-30,TR15392241457246017142960413,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2019-07-29,ACTIVE,274978,2218974,131657,257707
A000407,C000407,808-8502460-23,TR43793105097175340453036008,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,YAPITRIS,2021-04-01,ACTIVE,232248,7792783,596869,141236
A000408,C000408,730-8739334-34,TR56977914328153275278684340,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2020-07-12,ACTIVE,53691,201187,383013,355818
A000409,C000409,348-1455165-29,TR62309684447986487883600493,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2018-01-31,ACTIVE,17272,1433967,158374,107654
A000410,C000410,759-8908322-65,TR64078935472441743330343326,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2018-12-21,REVIEW,47023,8380207,405475,173848
A000411,C000411,990-4604358-59,TR68365660763433271510290291,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2025-01-08,ACTIVE,861263,3507481,1466606,952494
A000412,C000412,347-5811182-47,TR46576030659311523437014172,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2018-02-17,ACTIVE,199403,6748510,381743,152572
A000413,C000413,838-2779925-83,TR45441325452107337585018758,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,FNNBTRIS,2018-06-16,ACTIVE,102696,1648424,190723,54468
A000414,C000414,773-4384699-26,TR14644542804160674512469622,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2021-06-12,ACTIVE,51287,1756122,165326,20538
A000415,C000415,283-9077775-48,TR41500212011472569244742457,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2021-08-18,ACTIVE,293363,4187363,463300,319817
A000416,C000416,918-8082636-12,TR90060834619615768993119623,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2023-12-01,ACTIVE,161157,3082074,154137,58746
A000417,C000417,496-7375670-47,TR95468523357622593469726450,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2021-12-06,ACTIVE,42749,1800731,199642,196852
A000418,C000418,191-9207560-14,TR56991664550636560524734386,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,YAPITRIS,2020-04-21,ACTIVE,32477,9268595,253641,44555
A000419,C000419,370-8749925-24,TR32102383634513943941515849,Vadeli,USD,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2019-02-09,ACTIVE,143017,24955640,89880,252181
A000420,C000420,790-5495366-77,TR11724155556899614377477893,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TRHBTR2A,2023-08-02,ACTIVE,91887,2941021,421880,57078
A000421,C000421,185-2119474-93,TR62096291780944275352879161,Vadesiz,EUR,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2021-11-04,ACTIVE,43053,43440970,242934,141552
A000422,C000422,932-2811895-60,TR79821332165600399321943854,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2023-12-02,ACTIVE,182871,10955323,264422,324177
A000423,C000423,431-6221492-41,TR93022340550893142792920475,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,AKBKTRIS,2020-10-26,ACTIVE,82659,8877296,1035973,812126
A000424,C000424,417-5751979-55,TR50415133658256043885220809,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2018-04-18,ACTIVE,128861,7552429,247218,264212
A000425,C000425,683-5371218-91,TR28417598100557557859694603,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TRHBTR2A,2022-01-27,ACTIVE,40581,6694687,449698,289230
